"Close input resource","A resource that is opened for reading but not closed may cause a resource leak.","error","This BOMInputStream is not always closed on method exit.","src/main/java/org/apache/commons/io/input/XmlStreamReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/XmlStreamReader.java","269","36","269","108"
"Close input resource","A resource that is opened for reading but not closed may cause a resource leak.","error","This BOMInputStream is not always closed on method exit.","src/main/java/org/apache/commons/io/input/XmlStreamReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/XmlStreamReader.java","270","36","270","81"
"Ignored error status of call","Ignoring an exceptional value that is returned by a method may cause subsequent code to fail.","recommendation","Method doCopyFile ignores exceptional return value of File.setLastModified.","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1145","13","1145","60"
"Ignored error status of call","Ignoring an exceptional value that is returned by a method may cause subsequent code to fail.","recommendation","Method doCopyDirectory ignores exceptional return value of File.setLastModified.","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1430","13","1430","58"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because CharSequence is not serializable.","src/main/java/org/apache/commons/io/input/CharSequenceReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/CharSequenceReader.java","36","32","36","43"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because Comparator<File> is not serializable.","src/main/java/org/apache/commons/io/comparator/ReverseComparator.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/comparator/ReverseComparator.java","33","36","33","43"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because Comparator<File> is not serializable.","src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","128","36","128","45"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because IOFileFilter is not serializable.","src/main/java/org/apache/commons/io/filefilter/AndFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/AndFileFilter.java","44","38","44","48"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because IOFileFilter is not serializable.","src/main/java/org/apache/commons/io/filefilter/OrFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/OrFileFilter.java","42","38","42","48"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because IOFileFilter is not serializable.","src/main/java/org/apache/commons/io/filefilter/NotFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/NotFileFilter.java","33","32","33","37"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because FileAlterationListener is not serializable.","src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","125","48","125","87"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because FileFilter is not serializable.","src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","127","30","127","39"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because FileFilter is not serializable.","src/main/java/org/apache/commons/io/filefilter/DelegateFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/DelegateFileFilter.java","39","30","39","39"
"Non-serializable field","A non-transient field in a serializable class must also be serializable otherwise it causes the class to fail to serialize with a 'NotSerializableException'.","warning","This field is in a serializable class,  but is not serializable itself because FilenameFilter is not serializable.","src/main/java/org/apache/commons/io/filefilter/DelegateFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/DelegateFileFilter.java","37","34","37","47"
"Missing Locale parameter to toUpperCase() or toLowerCase()","Calling 'String.toUpperCase()' or 'String.toLowerCase()' without specifying the locale may cause unexpected results for certain default locales.","recommendation","toUpperCase without locale parameter.","src/main/java/org/apache/commons/io/input/XmlStreamReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/XmlStreamReader.java","745","32","745","55"
"Missing Locale parameter to toUpperCase() or toLowerCase()","Calling 'String.toUpperCase()' or 'String.toLowerCase()' without specifying the locale may cause unexpected results for certain default locales.","recommendation","toUpperCase without locale parameter.","src/main/java/org/apache/commons/io/output/XmlStreamWriter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/XmlStreamWriter.java","172","36","172","59"
"Missing Locale parameter to toUpperCase() or toLowerCase()","Calling 'String.toUpperCase()' or 'String.toLowerCase()' without specifying the locale may cause unexpected results for certain default locales.","recommendation","toUpperCase without locale parameter.","src/main/java/org/apache/commons/io/ByteOrderMark.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/ByteOrderMark.java","185","28","185","77"
"Mutually-dependent types","Mutual dependency between types makes code difficult to understand and test.","recommendation","This type and type [[""IOUtils""|""relative://src/main/java/org/apache/commons/io/IOUtils.java:100:4192:7""]] are mutually dependent.","src/main/java/org/apache/commons/io/output/ByteArrayOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/ByteArrayOutputStream.java","57","14","57","34"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method toString is duplicated in [[""org.apache.commons.io.filefilter.OrFileFilter""|""relative://src/main/java/org/apache/commons/io/filefilter/OrFileFilter.java:145:4336:8""]].","src/main/java/org/apache/commons/io/filefilter/AndFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/AndFileFilter.java","153","19","153","26"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method resetCount is duplicated in [[""org.apache.commons.io.output.CountingOutputStream""|""relative://src/main/java/org/apache/commons/io/output/CountingOutputStream.java:86:3021:10""]].","src/main/java/org/apache/commons/io/input/CountingInputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/CountingInputStream.java","107","16","107","25"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method mark is duplicated in [[""org.apache.commons.io.input.NullInputStream""|""relative://src/main/java/org/apache/commons/io/input/NullInputStream.java:158:4876:4""]].","src/main/java/org/apache/commons/io/input/NullReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/NullReader.java","141","30","141","33"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method resetCount is duplicated in [[""org.apache.commons.io.input.CountingInputStream""|""relative://src/main/java/org/apache/commons/io/input/CountingInputStream.java:107:3626:10""]].","src/main/java/org/apache/commons/io/output/CountingOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/CountingOutputStream.java","86","16","86","25"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method toString is duplicated in [[""org.apache.commons.io.filefilter.AndFileFilter""|""relative://src/main/java/org/apache/commons/io/filefilter/AndFileFilter.java:153:4515:8""]].","src/main/java/org/apache/commons/io/filefilter/OrFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/OrFileFilter.java","145","19","145","26"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method flush is duplicated in [[""org.apache.commons.io.output.ProxyWriter""|""relative://src/main/java/org/apache/commons/io/output/ProxyWriter.java:208:6333:5""]].","src/main/java/org/apache/commons/io/output/ProxyOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/ProxyOutputStream.java","102","17","102","21"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method close is duplicated in [[""org.apache.commons.io.output.ProxyWriter""|""relative://src/main/java/org/apache/commons/io/output/ProxyWriter.java:221:6647:5""]].","src/main/java/org/apache/commons/io/output/ProxyOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/ProxyOutputStream.java","115","17","115","21"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method flush is duplicated in [[""org.apache.commons.io.output.ProxyOutputStream""|""relative://src/main/java/org/apache/commons/io/output/ProxyOutputStream.java:102:3336:5""]].","src/main/java/org/apache/commons/io/output/ProxyWriter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/ProxyWriter.java","208","17","208","21"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method close is duplicated in [[""org.apache.commons.io.output.ProxyOutputStream""|""relative://src/main/java/org/apache/commons/io/output/ProxyOutputStream.java:115:3650:5""]].","src/main/java/org/apache/commons/io/output/ProxyWriter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/ProxyWriter.java","221","17","221","21"
"Duplicate method","Duplicated methods make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","Method mark is duplicated in [[""org.apache.commons.io.input.NullReader""|""relative://src/main/java/org/apache/commons/io/input/NullReader.java:141:4390:4""]].","src/main/java/org/apache/commons/io/input/NullInputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/NullInputStream.java","158","30","158","33"
"Mostly duplicate method","Methods in which most of the lines are duplicated in another method make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","83% of the statements in read are duplicated in [[""NullInputStream.read()""|""relative://src/main/java/org/apache/commons/io/input/NullInputStream.java:187:5773:4""]].","src/main/java/org/apache/commons/io/input/NullReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/NullReader.java","170","16","170","19"
"Mostly duplicate method","Methods in which most of the lines are duplicated in another method make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","83% of the statements in read are duplicated in [[""NullReader.read()""|""relative://src/main/java/org/apache/commons/io/input/NullReader.java:170:5297:4""]].","src/main/java/org/apache/commons/io/input/NullInputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/NullInputStream.java","187","16","187","19"
"Mostly similar file","Files in which most of the lines are similar to those in another file make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","91% of the lines in SuffixFileFilter are similar to lines in [[""PrefixFileFilter""|""relative://src/main/java/org/apache/commons/io/filefilter/PrefixFileFilter.java:0:0:0""]].","src/main/java/org/apache/commons/io/filefilter/SuffixFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/SuffixFileFilter.java","0","0","0","0"
"Mostly similar file","Files in which most of the lines are similar to those in another file make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","86% of the lines in TaggedOutputStream are similar to lines in [[""TaggedInputStream""|""relative://src/main/java/org/apache/commons/io/input/TaggedInputStream.java:0:0:0""]].","src/main/java/org/apache/commons/io/output/TaggedOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/TaggedOutputStream.java","0","0","0","0"
"Mostly similar file","Files in which most of the lines are similar to those in another file make code more difficult to understand and introduce a risk of changes being made to only one copy.","recommendation","86% of the lines in TaggedInputStream are similar to lines in [[""TaggedOutputStream""|""relative://src/main/java/org/apache/commons/io/output/TaggedOutputStream.java:0:0:0""]].","src/main/java/org/apache/commons/io/input/TaggedInputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/TaggedInputStream.java","0","0","0","0"
"Inefficient empty string test","Checking a string for equality with an empty string is inefficient.","recommendation","Inefficient comparison to empty string, check for zero length instead.","src/main/java/org/apache/commons/io/input/ReversedLinesFileReader.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/ReversedLinesFileReader.java","188","12","188","26"
"Empty statement","An empty statement hinders readability.","recommendation","This empty statement should be deleted.","src/main/java/org/apache/commons/io/output/WriterOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/WriterOutputStream.java","339","10","339","10"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileCleaningTracker.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileCleaningTracker.java","222","20","222","44"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","293","17","293","39"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","354","17","354","40"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","907","21","907","61"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","995","33","995","62"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1072","34","1072","61"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1177","32","1177","60"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1183","33","1183","62"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1406","17","1406","46"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1414","13","1414","39"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/monitor/FileAlterationMonitor.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/monitor/FileAlterationMonitor.java","162","13","162","28"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FilenameUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FilenameUtils.java","666","37","666","76"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/output/FileWriterWithEncoding.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/FileWriterWithEncoding.java","251","17","251","43"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileDeleteStrategy.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileDeleteStrategy.java","72","37","72","66"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/FileDeleteStrategy.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileDeleteStrategy.java","93","38","93","68"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A == false"" can be simplified to ""!A"".","src/main/java/org/apache/commons/io/output/LockableFileWriter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/LockableFileWriter.java","274","17","274","43"
"Unnecessarily complex boolean expression","Boolean expressions that are unnecessarily complicated hinder readability.","recommendation","Expressions of the form ""A ? true : false"" can be simplified to ""A"".","src/main/java/org/apache/commons/io/IOUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/IOUtils.java","2684","32","2684","59"
"Empty branch of conditional, or empty loop body","An undocumented empty block or statement hinders readability. It may also indicate incomplete code.","warning","The body of a loop should not be empty. Typographical error or missing code?","src/main/java/org/apache/commons/io/monitor/FileAlterationMonitor.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/monitor/FileAlterationMonitor.java","108","48","109","13"
"Empty branch of conditional, or empty loop body","An undocumented empty block or statement hinders readability. It may also indicate incomplete code.","warning","The body of a loop should not be empty. Typographical error or missing code?","src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/monitor/FileAlterationObserver.java","257","48","258","13"
"TODO/FIXME comments","A comment that contains 'TODO' or 'FIXME' may indicate code that is incomplete or broken, or it may highlight an ambiguity in the software's specification.","recommendation","TODO/FIXME comment.","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1124","48","1124","62"
"TODO/FIXME comments","A comment that contains 'TODO' or 'FIXME' may indicate code that is incomplete or broken, or it may highlight an ambiguity in the software's specification.","recommendation","TODO/FIXME comment.","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1138","50","1138","64"
"TODO/FIXME comments","A comment that contains 'TODO' or 'FIXME' may indicate code that is incomplete or broken, or it may highlight an ambiguity in the software's specification.","recommendation","TODO/FIXME comment.","src/main/java/org/apache/commons/io/FileUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/FileUtils.java","1139","51","1139","65"
"TODO/FIXME comments","A comment that contains 'TODO' or 'FIXME' may indicate code that is incomplete or broken, or it may highlight an ambiguity in the software's specification.","recommendation","TODO/FIXME comment.","src/main/java/org/apache/commons/io/filefilter/MagicNumberFileFilter.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/MagicNumberFileFilter.java","264","79","264","114"
"TODO/FIXME comments","A comment that contains 'TODO' or 'FIXME' may indicate code that is incomplete or broken, or it may highlight an ambiguity in the software's specification.","recommendation","TODO/FIXME comment.","src/main/java/org/apache/commons/io/output/TeeOutputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/output/TeeOutputStream.java","32","38","32","70"
"Commented-out code","Commented-out code makes the remaining code more difficult to read.","warning","This comment appears to contain commented-out code.","src/main/java/org/apache/commons/io/input/BOMInputStream.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/input/BOMInputStream.java","290","9","293","54"
"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method IOUtils.toInputStream(..) could be confused with overloaded method [[""toInputStream""|""relative://src/main/java/org/apache/commons/io/IOUtils.java:1521:59539:13""]], since dispatch depends on static types.","src/main/java/org/apache/commons/io/IOUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/IOUtils.java","1472","31","1472","43"
"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method IOUtils.toInputStream(..) could be confused with overloaded method [[""toInputStream""|""relative://src/main/java/org/apache/commons/io/IOUtils.java:1541:60543:13""]], since dispatch depends on static types.","src/main/java/org/apache/commons/io/IOUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/IOUtils.java","1492","31","1492","43"
"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method IOUtils.write(..) could be confused with overloaded method [[""write""|""relative://src/main/java/org/apache/commons/io/IOUtils.java:1859:73538:5""]], since dispatch depends on static types.","src/main/java/org/apache/commons/io/IOUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/IOUtils.java","1778","24","1778","28"
"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method IOUtils.write(..) could be confused with overloaded method [[""write""|""relative://src/main/java/org/apache/commons/io/IOUtils.java:1898:75031:5""]], since dispatch depends on static types.","src/main/java/org/apache/commons/io/IOUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/IOUtils.java","1817","24","1817","28"
"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method IOUtils.write(..) could be confused with overloaded method [[""write""|""relative://src/main/java/org/apache/commons/io/IOUtils.java:1922:76152:5""]], since dispatch depends on static types.","src/main/java/org/apache/commons/io/IOUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/IOUtils.java","1842","24","1842","28"
"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method FileFilterUtils.asFileFilter(..) could be confused with overloaded method [[""asFileFilter""|""relative://src/main/java/org/apache/commons/io/filefilter/FileFilterUtils.java:515:18000:12""]], since dispatch depends on static types.","src/main/java/org/apache/commons/io/filefilter/FileFilterUtils.java","commons-io/revision-2016-November-08--14-46-36/src/main/java/org/apache/commons/io/filefilter/FileFilterUtils.java","503","32","503","43"
